Name,ID,Category,Food_Category,Energy Kcal,carb_g,protein_g,fat_g,fibre_g,Water,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,manganese_mg,zinc_mg,Vitamin A ug,Vitamin E_mg,Vitamin d3_ug,Vitamin k1_ug,Vitamin B9_ug,Vitamin B1 mg,Vitamin B2 mg,Vitamin B3 mg,Vitamin B5 mg,Vitamin B6 mg,Vitamin B9 ug,Vitamin c mg,Source
Mango mousse,10178,Others,Desserts,124.98,9.14,3.21,8.47,0.88,78.3,51.38,40.02,10.48,19.62,113.71,0.35,0.05,1.27,0.11,0.2,125.16,0.33,0,3.31,39.67,0.03,0.1,0.16,0.19,0.07,39.67,15.32,Indian Nutrient Databank (INDB)
Charlotte rousse,10179,Others,Desserts,188.29,34.08,3.95,4.78,1.01,56.18,34.95,46.18,9.65,56.45,92.26,0.53,0.04,4.3,0.34,0.27,77.08,0.35,0.08,0.79,11.35,0.04,0.07,0.1,0.28,0.06,11.35,9.99,Indian Nutrient Databank (INDB)
Kulfi,10180,Others,Desserts,98.43,11.3,3.21,4.7,0.12,80.67,111.86,94.04,10.63,23.97,114.04,0.2,0.04,0.92,0.03,0.35,0,0.47,0,0.1,6.92,0.03,0.1,0.11,0.32,0.04,6.92,1.87,Indian Nutrient Databank (INDB)
Apple snowballs,10181,Others,Desserts,101.51,24.58,0.86,0.31,1.25,73,9.43,6.35,4.93,12.8,70.07,0.18,0.04,1.62,0.02,0.06,0,0.07,0.07,1.76,1.79,0.02,0.02,0.12,0.13,0.02,1.79,1.72,Indian Nutrient Databank (INDB)
Plain burfi (Burfi),10182,Others,Desserts,408.32,30.88,9.82,27.96,0.17,31.17,355.78,284.64,38.12,31.65,325.37,1.5,0.07,25.91,0.08,1.43,142.89,1.25,0,0.11,54.97,0.07,0.07,0.3,0.22,0.04,54.97,0.12,Indian Nutrient Databank (INDB)
Coconut burfi (Nariyal ki burfi),10183,Others,Desserts,467.64,32.15,8.81,34.63,3.5,20.91,272.81,254.63,47.2,27.63,401.32,1.82,0.24,25.37,0.39,1.36,109.67,2.03,0,0.63,46.87,0.06,0.06,0.35,0.19,0.06,46.87,0,Indian Nutrient Databank (INDB)
Bottle gourd burfi (Ghiya/Lauki burfi),10184,Others,Desserts,275.96,24.51,5.86,17.68,0.73,51.22,215.85,170.71,24.42,18.15,229.64,0.93,0.06,16.2,0.07,0.88,99.07,0.64,0,0.73,47.22,0.05,0.04,0.2,0.31,0.03,47.22,1.5,Indian Nutrient Databank (INDB)
Chocolate burfi,10185,Others,Desserts,339.33,33.15,13,17.86,0,35.99,466.48,381.58,57.02,39.32,449.04,2.12,0.15,34.59,0.06,1.98,14.18,0.13,0,0.03,73.38,0.09,0.09,0.37,0.25,0.05,73.38,0,Indian Nutrient Databank (INDB)
Cashewnut burfi (Kaju burfi/Kaju katli),10186,Others,Desserts,421.74,37.92,5.48,28.46,1.12,27.02,12.95,145.64,89.83,4.23,186.05,1.79,0.68,3.8,0.52,1.58,144.73,1.37,0,0.53,7.33,0.18,0.01,0.3,0.41,0.05,7.33,0,Indian Nutrient Databank (INDB)
Gram flour burfi (Besan burfi),10187,Others,Desserts,421.79,46.59,11.19,22.41,3.41,16.4,160.71,181.36,35.67,13.02,226.63,1.47,0.14,11.63,0.74,1.06,150.41,1.78,0,2.94,84.51,0.17,0.08,0.72,0.48,0.16,84.51,0,Indian Nutrient Databank (INDB)
Semolina ladoo with khoya,10188,Others,Desserts,428.71,52.86,6.71,21.86,4.68,13.89,106.42,133.31,32.29,14.4,259.35,1.73,0.27,12.47,0.87,1.17,104.47,1.61,0,0.79,24.15,0.11,0.04,0.47,0.31,0.06,24.15,0.11,Indian Nutrient Databank (INDB)
Semolina ladoo with coconut ,10189,Others,Desserts,464.43,50.9,5.68,27.03,6.69,9.7,26.72,90.08,34.77,9.06,264.85,1.83,0.36,9.07,1.14,1.08,126.74,2.13,0,1.03,14.32,0.11,0.03,0.54,0.33,0.07,14.32,0.14,Indian Nutrient Databank (INDB)
Gram flour ladoo (Besan ladoo),10190,Others,Desserts,476.91,62.61,8.93,22.76,4.43,1.27,25.35,88.26,26.77,5.48,142.26,1.51,0.15,2.26,0.89,0.74,196.17,2.15,0,3.32,70.32,0.18,0.06,0.76,0.49,0.17,70.32,0,Indian Nutrient Databank (INDB)
Sesame ladoo (Til ke ladoo),10191,Others,Desserts,396.96,43.5,10.7,19.64,7.72,18.44,631.82,376.6,221.36,18.55,430.91,8.94,0.71,12.15,1.12,3.74,0,0.59,0,48.18,66.09,0.18,0.04,1.8,0.32,0.6,66.09,0,Indian Nutrient Databank (INDB)
Chenna murki,10192,Others,Desserts,252.69,36.01,10.46,8.2,0,45.33,266.85,183.36,15.32,11.4,65.45,0.55,0.09,12.84,0.07,1.55,0,0.01,0,0,51.77,0.01,0.06,0.07,0.27,0.02,51.77,0,Indian Nutrient Databank (INDB)
Ghujia/Lavang latika,10193,Others,Desserts,768.98,13,1.86,78.93,0.52,5.69,31.01,36.13,7.25,3.28,54.27,0.44,0.04,2.51,0.09,0.22,17.32,37.19,0,4.88,6.44,0.02,0.01,0.1,0.09,0.01,6.44,0.01,Indian Nutrient Databank (INDB)
Gulab Jamun with khoya,10194,Others,Desserts,586.06,26.09,2.03,53.23,0.07,18.58,67.32,54.27,7.51,15.09,62.61,0.39,0.04,4.79,0.03,0.3,0,25.13,0,3.24,10.49,0.02,0.01,0.07,0.06,0.01,10.49,0.01,Indian Nutrient Databank (INDB)
Mal pua,10195,Others,Desserts,566.68,17.56,1.71,54.64,0.62,25.47,30.05,32.74,5.77,6.35,47.87,0.33,0.06,0.78,0.13,0.23,0,26.47,0,3.5,3.54,0.03,0.03,0.11,0.14,0.02,3.54,0.45,Indian Nutrient Databank (INDB)
Shahi tukre,10196,Others,Desserts,189.81,41.46,2.76,2.54,0.51,52.73,76.47,57.66,9.18,71.04,74.06,0.37,0.08,1.46,0.09,0.29,0,0.28,0,0.06,7.46,0.05,0.06,0.29,0.15,0.03,7.46,0.84,Indian Nutrient Databank (INDB)
Potato pakora/pakoda (Aloo pakoda),10197,Others,Snacks,677.19,6.04,1.9,71.84,1.03,19.19,6.59,21.94,7.85,63.38,90.01,0.38,0.04,0.39,0.14,0.15,0,35.37,0,5.53,16.18,0.04,0.01,0.28,0.14,0.05,16.18,2.75,Indian Nutrient Databank (INDB)
Onion pakora/pakoda (Pyaaz ke pakode),10198,Others,Snacks,674.61,5.41,1.9,71.84,1.11,19.74,7.95,20.62,7.13,63.55,46.12,0.36,0.04,0.34,0.15,0.16,0,35.37,0,5.81,17.76,0.04,0.01,0.19,0.13,0.05,17.76,0.79,Indian Nutrient Databank (INDB)
Cauliflower pakora/pakoda (Phoolgobhi ke pakode),10199,Others,Snacks,671.63,4.52,1.98,71.86,1.26,20.38,8.44,22.4,7.73,66.54,64.86,0.42,0.03,0.35,0.15,0.15,0,35.36,0,6.98,19.79,0.04,0.02,0.19,0.17,0.05,19.79,5.59,Indian Nutrient Databank (INDB)
Mixed vegetable pakora/pakoda,10200,Others,Snacks,673.81,5.12,1.94,71.86,1.13,19.95,9.55,21.4,9.51,65.35,75.24,0.46,0.04,0.41,0.18,0.16,0,35.4,0,15.54,21.23,0.04,0.02,0.21,0.14,0.05,21.23,3.18,Indian Nutrient Databank (INDB)
Spinach pakora/pakoda (Palak pakoda),10201,Others,Snacks,712.62,4.68,1.96,76.38,1.02,15.96,10.99,19.9,10.79,69.54,66.87,0.52,0.04,0.45,0.2,0.15,0,37.67,0,26.1,24.19,0.05,0.02,0.19,0.11,0.05,24.19,1.91,Indian Nutrient Databank (INDB)
Methi pakora/pakoda (Methi ke pakode),10202,Others,Snacks,713.25,4.68,2.06,76.39,1.18,15.69,23.07,21.19,9.33,69.83,41.72,0.69,0.04,0.4,0.19,0.16,0,37.61,0,32.6,19.99,0.04,0.03,0.21,0.13,0.06,19.99,3.67,Indian Nutrient Databank (INDB)
Egg pakora/pakoda (Ande ke pakode),10203,Others,Snacks,710.51,4.48,2.83,75.86,0.86,15.97,9.55,31.92,6.16,75.37,37.75,0.47,0.04,3.45,0.13,0.22,15.36,37.12,0.07,5.53,18.83,0.04,0.03,0.17,0.21,0.05,18.83,0,Indian Nutrient Databank (INDB)
Bread pakora/pakoda,10204,Others,Snacks,710.99,8.87,2.57,74.2,1.11,13.25,19.83,26.1,7.17,101.49,38.92,0.46,0.04,0.95,0.17,0.19,0,36.45,0,5.44,17.43,0.05,0.02,0.31,0.1,0.04,17.43,0,Indian Nutrient Databank (INDB)
Paneer pakora/pakoda,10205,Others,Snacks,718.12,5.52,3.27,76.05,0.89,14.27,43.38,43.44,7.7,131.7,33.87,0.43,0.04,2.1,0.15,0.34,0,36.88,0,5.55,22.18,0.04,0.02,0.18,0.14,0.04,22.18,0.01,Indian Nutrient Databank (INDB)
Potato bonda (Aloo bonda),10206,Others,Snacks,632.84,4.53,1.09,67.8,0.83,25.75,6.79,16.9,9.02,132.53,105.94,0.37,0.05,0.38,0.12,0.14,0,33.32,0,7.9,8.94,0.03,0.01,0.26,0.12,0.04,8.94,5,Indian Nutrient Databank (INDB)
Potato samosa (Aloo ka samosa),10207,Others,Snacks,577.39,9.21,1.71,59.19,1.19,28.7,7.63,21.79,11.38,77.1,137.5,0.5,0.06,0.28,0.15,0.22,8.72,28.73,0,9.1,9.08,0.05,0.01,0.37,0.18,0.04,9.08,8,Indian Nutrient Databank (INDB)
Minced meat samosa (Keema ka samosa),10208,Others,Snacks,620.99,6.14,4.43,64.26,0.39,24.78,6.7,45.91,7.78,88.64,81.99,0.55,0.04,0.39,0.07,0.74,10.04,30.02,0,4.29,3.42,0.04,0.04,0.98,0.24,0.05,3.42,0.61,Indian Nutrient Databank (INDB)
Paneer and pea samosa (Paneer matar ka samosa),10209,Others,Snacks,623.81,8.55,4.02,63.65,1.02,22.76,64.56,56.39,11.02,78.18,52.58,0.53,0.06,3.06,0.12,0.54,0,30.45,0,9.54,19.57,0.05,0.02,0.24,0.2,0.04,19.57,4.94,Indian Nutrient Databank (INDB)
Mathri,10210,Others,Snacks,805.12,12.32,1.75,83.1,0.6,2.23,5.23,18.49,5.79,64.7,30.35,0.43,0.04,0.04,0.13,0.15,0,40.89,0,5.96,2.73,0.02,0.01,0.13,0.12,0.01,2.73,0,Indian Nutrient Databank (INDB)
Khasta kachori,10211,Others,Snacks,712.73,12.81,2.51,72.27,0.97,11.44,7.84,32.93,12.9,90.56,78.13,0.59,0.06,1.06,0.16,0.27,0,35.51,0,5.33,6.34,0.03,0.01,0.21,0.23,0.03,6.34,0.85,Indian Nutrient Databank (INDB)
Vegetable cutlet,10212,Others,Snacks,665.45,4.68,1.25,71.33,0.93,21.81,13.55,18.46,8.02,85.38,103.14,0.4,0.04,1.21,0.1,0.16,3.66,35.03,0.02,7.96,9.04,0.03,0.01,0.29,0.12,0.05,9.04,5,Indian Nutrient Databank (INDB)
Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),10213,Others,Snacks,701.71,7.39,1.76,73.89,0.86,16.1,9.17,33.54,14.57,76.65,119.47,0.59,0.07,1.13,0.13,0.25,3.73,35.82,0.02,5.96,7.24,0.04,0.01,0.62,0.14,0.03,7.24,3.81,Indian Nutrient Databank (INDB)
Peanut cutlet (Mungfali ke cutlet),10214,Others,Snacks,698.77,5.68,2.63,74,1.21,16.48,14.38,43.6,20,84.24,143.3,0.56,0.1,1.41,0.17,0.34,3.65,35.22,0.02,5.89,11.37,0.06,0.02,1.08,0.16,0.04,11.37,3.73,Indian Nutrient Databank (INDB)
Fish cutlet (Machli ka cutlet),10215,Others,Snacks,654.64,3.13,2.77,70.11,0.54,23.45,10.44,35.34,9.02,75.33,109.15,0.36,0.04,4.18,0.08,0.15,6.8,34.31,0.08,6.5,5.46,0.02,0.01,0.32,0.2,0.04,5.46,3,Indian Nutrient Databank (INDB)
Paneer potato cutlet (Paneer aloo cutlet),10216,Others,Snacks,672.94,5.23,2.47,71.4,0.41,20.49,45.36,41.66,7.27,85.71,96.72,0.38,0.04,3.56,0.06,0.32,7.21,34.48,0.03,4.79,12.1,0.02,0.02,0.24,0.15,0.03,12.1,3.38,Indian Nutrient Databank (INDB)
Spinach chickpeas cutlet (Palak channa dal cutlet),10217,Others,Snacks,688.03,4.93,1.44,73.6,0.93,19.1,11.3,24.01,11.84,79.13,144.62,0.57,0.06,2.67,0.13,0.22,3.77,36.13,0.02,17.5,14.97,0.03,0.02,0.28,0.14,0.03,14.97,4.93,Indian Nutrient Databank (INDB)
Vegetable seekh kebab,10218,Others,Snacks,690.73,5.32,1.57,73.72,0.59,18.8,32.66,27.84,7.92,83.67,104.53,0.36,0.04,1.5,0.12,0.22,0,35.92,0,6.5,8.41,0.02,0.01,0.26,0.09,0.03,8.41,4.17,Indian Nutrient Databank (INDB)
Masala vada,10219,Others,Snacks,826.02,4.06,1.69,89.15,1.07,4.03,7.45,25.69,10.44,74.53,97.19,0.52,0.09,2.49,0.14,0.25,0,43.82,0,8.6,11.92,0.03,0.01,0.16,0.12,0.02,11.92,0.76,Indian Nutrient Databank (INDB)
Peanut sago vada (Sabudana mungfali vada),10220,Others,Snacks,749.89,7.14,1.01,79.82,0.62,11.41,5.03,20.46,10.38,71.29,94.5,0.38,0.05,0.21,0.08,0.15,0,38.81,0,6.33,5.13,0.03,0.01,0.52,0.08,0.02,5.13,3.19,Indian Nutrient Databank (INDB)
